7546,"8fedbf9c-87c8-47f2-a3e0-54cadd28b123,Abubacarr blessing,93689,Music,Happier Than Ever,Internet Banking,48,5539,2014-01-09 20:24:34,Japan,Tokyo,www.weloveapples.com,7128,Y,"
7547,"121bcd37-3af6-4a90-94e3-c12e6c5e7f1c,Cameron spirit,8468,Books,The Da Vinci Code,UPI,45,3453,2019-02-07 20:43:34,USA,New York City,www.blah.com,3225,N,Invalid Name"
7548,"835a6c44-d2ba-440b-81de-9d9de463d471,Cameron spirit,20694,Stationery,Markers,Internet Banking,12,513,2015-01-05 15:43:34,Korea,Seoul,www.amazon.com,5339,Y,"
7549,"9e51c67e-1971-4bc2-9720-9445369a573c,Hardik lake,59283,Stationery,Pen,Card,42,6865,2017-02-20 08:11:34,Colombia,Leticia,,6039,Y,"
7550,"68846d2c-0670-4ea7-b158-8415db1f8b9d,Brandon throne,72047,Books,New Moon,UPI,37,4298,2013-04-19 09:11:34,Korea,Seoul,www.eatvegtables.com,1724,Y,"
7551,"281e0e11-fa4a-436b-8b77-aa2d66946604,Autumn sunset,79526,Music,YEEZUS,Wallet,43,9112,2002-01-06 03:14:34,Brazil,Sao Paulo,www.weloveapples.com,4718,Y,"
7552,"c5258d97-5a9d-48a7-8773-82b9a44e1150,Miles shadow,44588,Books,Harry Potter,Internet Banking,46,7319,2016-05-27 23:10:34,Korea,Seoul,www.craigslist.com,2378,Y,"
7553,"9ec85094-a6bc-4070-a714-197cd082c468,Mai elemental,99453,Books,New Moon,UPI,43,7693,2015-08-17 13:10:34,India,Hyderabad,www.facebook.marketplace.com,1377,N,Insufficient Balance"
7554,"16214578-55d9-4cf8-8524-033eb6a6e51f,Tony rain,99501,Music,YEEZUS,UPI,29,7107,2000-08-02 19:35:34,Brazil,Rio de Janeiro,www.jacobblack.com,2605,Y,"
7555,"94429b62-d040-4859-ab36-63d3538a24dc,Summer weed,11978,Clothing,Yeezy,Wallet,46,7518,2017-01-25 19:19:34,USA,Boston,www.isbroken.com,2030,Y,"
7556,"3ef2a4e0-8581-441d-935a-a5edc9138d18,Giancarlos burst,20432,Stationery,Notepad,,8,9637,2005-01-05 23:14:34,USA,New York City,www.intersteller.com,6536,N,Invalid CVV"
7557,"0b2ffa6f-0917-4cbf-870c-444c0bb40517,Sharyar Stark,35584,Stationery,Pencil,Wallet,34,3873,2015-10-13 12:43:34,Canada,Vancouver,wwww.crystals.com,7561,Y,"
7558,"7a35d690-6e33-4c9d-8b35-245202fcc437,Brandon elemental,35370,Music,ANTI,Card,26,9283,2008-05-29 21:02:34,Korea,Seoul,www.thetable.com,571,Y,"
7559,"cdf14f2e-096f-4b49-a23c-9a95c94228c1,Daulton leaf,49192,Stationery,Pen,UPI,19,1134,2012-01-15 13:29:34,UK,Birmingham,www.ebay.com,9110,Y,"
7560,"8df738d4-04dc-4ea3-ac4c-0d8f4df2d209,Giancarlos burst,55812,Clothing,Yeezy,Card,48,6486,2006-09-21 03:10:34,Brazil,Rio de Janeiro,www.weloveapples.com,4112,Y,"
7561,"4398ebe7-0c54-4ddf-a2aa-df1bba3b0685,Giancarlos storm,56174,Music,YEEZUS,Card,16,8337,2008-06-10 11:50:34,Brazil,Brasilia,www.intersteller.com,4846,Y,"
7562,"dfb0d98e-da31-435c-a455-e1ffd8336b19,Peter sunset,32804,Stationery,Pen,Card,44,8073,2002-08-25 01:16:34,Canada,Vancouver,www.jekh@gmail.com,6476,N,Incorrect Billing Address"
7563,"77acf298-5ec7-4149-9c29-4241bf6c3514,Tony sea,28363,Clothing,Yves Saint Laurent,Card,24,9533,2005-06-15 01:07:34,USA,New York City,www.thetable.com,9380,Y,"
7564,"1a68e746-1a71-4ee3-9ad7-6e751583cbbb,Sharyar Rodgers,9507,Electronics,TV,Internet Banking,39,2064,2002-11-02 13:45:34,UK,Liverpool,,6455,Y,"
7565,"726af77d-3746-43fa-8c72-d61ab88a75f6,Summer stone,79557,Music,Happier Than Ever,Card,39,271,2001-10-08 23:30:34,UK,Manchester,wwww.crystals.com,2668,Y,"
7566,"fe6a44f4-4615-467e-84f7-3f77202f287d,Hardik lake,34175,Books,The Da Vinci Code,Wallet,32,2865,2019-04-05 04:50:34,Colombia,Leticia,www.craigslist.com,9306,Y,"
7567,"1968ae0e-d2a6-4df6-85c5-7604e0944ba7,Steve moon,39251,Books,New Moon,Wallet,14,7631,2003-12-28 21:22:34,Korea,Daegu,www.isbroken.com,572,N,Invalid CVV"
7568,"933c6aae-7e2d-44f0-a255-55418fc7a822,Summer stone,81196,Stationery,Pen,UPI,13,8414,2010-05-22 00:32:34,Brazil,Salvador,www.weloveapples.com,9881,Y,"
7569,"4dc1920f-5dab-4571-933e-f27c333d9bcd,Hardik pine,11518,Books,A Game of Thrones,UPI,34,775,2006-08-26 02:47:34,Brazil,Salvador,www.nomatter.com,8543,N,Invalid CVV"
7570,"401b632d-1477-4e8c-a1bd-b7fcd68e6a96,Cameron spirit,2877,Music,YEEZUS,UPI,2,9940,2006-05-21 20:39:34,Korea,Seoul,www.blah.com,196,Y,"
7571,"2b4e040d-02b4-45fd-96d7-28ce98dfe933,Keisha wind,41346,Books,New Moon,Internet Banking,48,4906,2001-09-19 09:46:34,India,Delhi,www.goodbye.com,3890,N,Invalid CVV"
7572,"1d3db0c1-4d95-45fa-9463-40e5b154713b,Hardik snow,47940,Music,Certified Lover Boy,Card,32,5350,2003-01-17 12:10:34,Japan,Tokyo,www.facebook.marketplace.com,9788,N,Invalid Name"
7573,"f3dfa9c7-f657-449d-adf9-94e1e09cc1d7,Sharyar Rodgers,44845,Clothing,Yves Saint Laurent,Card,30,7749,2019-07-27 16:52:34,UK,Manchester,www.happyy.com,2774,Y,"
7574,"8dfee351-5d56-449c-85a3-d03b2e519752,Keisha wind,68471,Clothing,Yeezy,Internet Banking,1,9001,2008-06-21 02:41:34,USA,Los Angeles,www.facebook.marketplace.com,3230,Y,"
7575,"41386762-8838-42cc-a3f5-978a856116fa,Brandon elemental,50369,Clothing,Yeezy,UPI,12,7490,2008-06-08 10:39:34,USA,Los Angeles,www.blah.com,1625,Y,"
7576,"337fc534-9f38-440f-9b7f-a3b333d4cb68,Brandon throne,37342,Stationery,Markers,UPI,18,8723,2008-02-25 14:37:34,USA,Boston,www.whynot.com,5995,Y,"
7577,"0d266e60-c73b-4624-a0d5-3c53eb123cbd,Miles leaf,54543,Stationery,Pen,Wallet,8,1051,2002-08-05 04:20:34,Japan,Kyoto,www.amazon.com,3316,N,Incorrect Billing Address"
7578,"dd30a034-6573-46bf-997c-f63963175193,Hardik sunset,51988,Books,New Moon,Internet Banking,49,5082,2018-01-26 12:00:34,Japan,Tokyo,,5317,N,Incorrect Billing Address"
7579,"08c5bf59-fb7a-4cc5-b68a-dc9f2099fa37,Cameron spirit,47634,Clothing,Yeezy,UPI,30,8059,2020-12-26 07:08:34,Colombia,Barranquilla,www.ebay.com,6418,Y,"
7580,"fa0060e9-6a95-418e-84f4-db043d421750,Miles leaf,44315,Stationery,Pen,Internet Banking,15,1623,2015-03-22 00:47:34,Korea,Seoul,www.google.com,9509,Y,"
7581,"0626d4ae-a255-4dc2-acad-ba6db366b79b,Autumn snow,88961,Clothing,Yeezy,Wallet,16,3313,2006-03-28 08:34:34,Canada,Toronto,www.jacobblack.com,5024,N,Insufficient Balance"
7582,"6be6ba6c-7011-4ab9-a3fb-b78198fa892a,Mai throne,53381,Music,ANTI,Card,9,782,2019-04-07 01:33:34,UK,Liverpool,www.whynot.com,3925,Y,"
7583,"56a87cab-9b9f-448f-bd4d-290f37102bdf,Summer throne,31529,Electronics,laptop,Card,1,2390,2011-02-14 11:08:34,UK,London,www.whynot.com,8110,Y,"
7584,"895b6f74-516a-4cd1-8a87-f008c8e03112,Sunshine rain,72422,Electronics,iPad,Card,3,245,2012-01-24 17:11:34,Colombia,Leticia,wwww.crystals.com,8049,Y,"
7585,"1606c654-259d-4d5d-9029-caa7fa01ded5,Steve Rodgers,46237,Books,New Moon,UPI,43,9539,2001-10-20 14:42:34,USA,Boston,www.amazon.com,9002,Y,"
7586,"bcab1c82-216b-4670-a433-38d198543a76,Miles cedar,54038,Electronics,CellPhone,UPI,44,7392,2001-11-18 04:01:34,Korea,Daegu,www.hesjks.com,6409,Y,"
7587,"4012d922-3704-4ca4-ac38-1aa41e0a8914,Hardik sunset,82656,Electronics,laptop,Card,27,6922,2009-02-28 13:24:34,Korea,Seoul,www.amazon.com,6553,N,Invalid CVV"
7588,"3b02a9cf-b293-4bca-b10c-e57a33b22105,Steve Rodgers,70482,Music,ANTI,Wallet,38,7645,2006-05-20 21:41:34,India,Mumbai,www.jekh@gmail.com,7909,Y,"
7589,"d4eea6fe-19e6-44d3-b5bf-d2c042bb0190,Keisha wind,2504,Stationery,Pencil,Wallet,10,1358,2019-12-22 01:26:34,Japan,Osaka,www.ebay.com,9656,N,Invalid Name"
7590,"f711a682-0233-45af-bd98-ccb21d76f7bb,Tony morning,87730,Music,ANTI,UPI,9,4284,2016-06-18 07:51:34,Korea,Busan,www.isbroken.com,2476,Y,"
7591,"8303b5b9-6df2-4d01-b584-b60eddeb9ee9,Autumn pine,71062,Stationery,Pen,UPI,30,5559,2000-05-19 06:29:34,Brazil,Sao Paulo,www.whynot.com,3795,Y,"
7592,"604a4447-ad2d-4c4c-b917-f4d75d6ac432,Peter sunset,73117,Electronics,iPad,Wallet,2,2461,2020-05-09 07:06:34,Japan,Osaka,www.jacobblack.com,4713,Y,"
7593,"d852db9b-a9a3-4794-9ffe-f9ce1a638728,Sunshine wind,65158,Music,ANTI,UPI,7,529,2015-05-18 02:45:34,Colombia,Medellin,www.weloveapples.com,4861,Y,"
7594,"ab750a92-1cfa-42d4-ae06-ce258fcdb184,Keisha rain,75891,Electronics,TV,Card,46,7501,2006-01-10 01:02:34,USA,Miami,www.jacobblack.com,606,Y,"
7595,"fb745ad6-688f-41f8-9cb6-013efe0cd2a5,Kyle spirit,962,Clothing,Yeezy,Card,2,3327,2016-06-19 02:15:34,Japan,Yokohama,wwww.crystals.com,2372,Y,"
7596,"aacc03d6-4571-4d3a-8d4d-e4c4b0b33fcd,Keisha morning,9227,Books,Harry Potter,UPI,5,5988,2010-08-07 14:47:34,India,Hyderabad,www.happyy.com,7741,Y,"
7597,"a92b347c-4dbf-44bf-b736-16468eed3795,Hardik lake,47091,Electronics,TV,UPI,10,810,2001-03-07 19:29:34,Japan,Osaka,www.jekh@gmail.com,5567,Y,"
7598,"a6b58257-86a4-4f52-bec8-376541b82c27,Miles leaf,66924,Clothing,Yeezy,Internet Banking,0,3675,2018-07-26 23:03:34,UK,London,www.jacobblack.com,7538,Y,"
7599,"a769e111-d658-436d-a52d-c14ca0e14510,Keisha rain,2656,Electronics,CellPhone,Internet Banking,17,5227,2008-08-06 01:37:34,Canada,Vancouver,www.craigslist.com,8042,Y,"
7600,"1f26efee-10cf-425b-b671-28af2be28936,Giancarlos spirit,69649,Books,Harry Potter,Internet Banking,30,3243,2014-12-28 00:38:34,Colombia,Leticia,www.blah.com,9941,Y,"
7601,"c1b2a046-dd2a-41e1-be5c-d2824df598fa,Alvin storm,11129,Books,Harry Potter,Card,47,20,2020-08-29 07:00:34,Japan,Kyoto,www.ebay.com,4008,Y,"
7602,"6a75e785-e3ee-4b27-b5eb-0019c9956a15,Giancarlos spirit,80123,Books,New Moon,Card,3,7682,2017-05-09 22:56:34,Korea,Daegu,www.weloveapples.com,184,N,Insufficient Balance"
7603,"6f11f465-d41c-4eff-b222-6ef91d0f5232,Cameron spirit,60329,Stationery,Pen,Wallet,2,28,2020-10-01 12:41:34,India,Delhi,www.nomatter.com,3732,Y,"
7604,"da0e1bc8-98c1-4cf7-b726-5c5e96b1d9e2,Autumn pine,46304,Clothing,Hermes,Card,14,3757,2006-07-25 06:17:34,Brazil,Brasilia,www.facebook.marketplace.com,574,Y,"
7605,"695e4ab4-f3b1-4ba7-9239-537f2658bb55,Giancarlos nova,66063,Books,Harry Potter,Wallet,28,5785,2015-12-19 06:11:34,India,Hyderabad,www.thetable.com,3025,Y,"
7606,"2ce76722-cca5-4f7b-baa7-be8cff49f821,Miles shadow,433,Books,Harry Potter,Internet Banking,47,5406,2004-06-13 18:29:34,Colombia,Leticia,www.isbroken.com,6506,Y,"
7607,"4be841fb-0816-4257-bb38-8c078d0473fd,Sunshine rain,63453,Electronics,laptop,Internet Banking,36,6817,2000-03-16 06:11:34,UK,Liverpool,www.whynot.com,4858,Y,"
7608,"3cdb84d0-26ad-44fe-a649-a9ffb8f5983f,Cameron spirit,68413,Books,New Moon,Card,29,8713,2017-02-08 23:01:34,Brazil,Sao Paulo,www.ebay.com,6227,N,Invalid Name"
7609,"93638a61-d9f6-4564-b148-53aac74bebe3,Kyle burst,25454,Stationery,Markers,Card,12,5231,2002-07-31 09:14:34,USA,New York City,www.isbroken.com,9596,Y,"
7610,"7213b291-f2c0-4f7d-8d99-242db0f2d5e0,Hardik pine,66763,Stationery,Notepad,Internet Banking,31,2814,2015-12-13 18:31:34,Japan,Tokyo,www.google.com,4808,N,Insufficient Balance"
7611,"328d8e01-0e5e-4302-9f0b-81310b8d67e8,Abubacarr wrath,59687,Stationery,Markers,Card,25,335,2007-03-29 12:58:34,UK,Manchester,www.jacobblack.com,1742,Y,"
7612,"4217a52e-582a-4adb-a8b9-de137f16b143,Peter lake,8929,Clothing,Yeezy,Internet Banking,47,4435,2022-01-03 13:10:34,USA,Los Angeles,www.amazon.com,9700,Y,"
7613,"22634932-d9c5-441f-98bf-375bd282f328,Giancarlos storm,84005,Clothing,Gucci,Internet Banking,19,748,2016-09-29 23:41:34,Colombia,Leticia,www.jacobblack.com,6227,Y,"
7614,"d0c58597-4eaa-4a2e-8511-9580f9fa6f7f,Steve Parker,69054,Books,Harry Potter,Internet Banking,2,1035,2002-10-28 12:02:34,Korea,Busan,www.google.com,9078,N,Invalid Name"
7615,"5d6d5465-bfcf-499e-9aea-b79e4feb9417,Tony sea,20119,Books,New Moon,Internet Banking,25,6863,2010-08-04 08:41:34,Japan,Yokohama,www.happyy.com,54,Y,"
7616,"e801cc5e-8894-426e-aee4-19801d2eaa97,Mai giant,76672,Books,Harry Potter,Internet Banking,43,5509,2007-02-26 19:41:34,India,Hyderabad,www.amazon.com,873,Y,"
7617,"d135595e-a035-4023-9c61-ed86393dedd4,Peter lake,96,Music,Happier Than Ever,Internet Banking,37,8287,2011-01-15 05:58:34,India,Mumbai,www.eatvegtables.com,1235,Y,"
7618,"3efa3364-0c1e-40f6-8fc3-47baa6020609,Peter lake,68155,Stationery,Notepad,Card,20,4739,2012-07-23 20:18:34,Canada,Vancouver,www.amazon.com,7648,Y,"
7619,"d2132cd0-5057-4204-8545-5f56d0cfad85,Daulton cedar,1345,Books,New Moon,UPI,28,9386,2010-10-11 23:00:34,India,Bangalore,www.craigslist.com,7807,N,Invalid Name"
7620,"d015cfec-2a4c-446c-9265-1077303f6b36,Autumn lake,91405,Stationery,Pencil,UPI,17,1440,2012-05-24 22:58:34,Japan,Yokohama,www.craigslist.com,2809,Y,"
7621,"3fb0153d-674e-485b-a3c8-e4c238aa31ea,Daulton leaf,39108,Clothing,Hermes,Card,42,284,2015-08-01 05:22:34,Korea,Daegu,www.jekh@gmail.com,207,Y,"
7622,"e57d6ac4-28dc-4485-9b35-a06a8e6ae424,Brandon game,94873,Books,A Game of Thrones,Internet Banking,9,7297,2008-08-03 17:45:34,India,Delhi,www.ebay.com,5831,Y,"
7623,"e5322087-72d2-4920-9c3f-ef687fe390de,Sharyar Rodgers,39007,Books,New Moon,Internet Banking,8,8550,2014-06-10 22:58:34,USA,Los Angeles,www.ebay.com,782,Y,"
7624,"4fbc7e15-f3d9-4111-90a3-ad7eb612d3bb,Steve Rodgers,85378,Music,ANTI,Card,29,870,2019-11-27 16:48:34,Korea,Gwangju,www.goodbye.com,7634,Y,"
7625,"528c5dd2-255d-4aae-8f24-353c4b9b238e,Steve Parker,35108,Books,New Moon,Card,3,9077,2008-10-19 13:02:34,Japan,Osaka,www.google.com,2563,Y,"
7626,"2a1d4b5e-3697-4b2d-b2ee-d06d37412c22,Sunshine wind,25040,Stationery,Markers,Wallet,22,4799,2013-04-04 13:28:34,Korea,Seoul,www.amazon.com,4542,Y,"
7627,"034acc0b-97bd-49f7-8858-1af5054a8696,Brandon throne,37768,Electronics,CellPhone,UPI,42,7791,2000-11-25 23:33:34,India,Delhi,www.isbroken.com,2138,N,Invalid CVV"
7628,"81a2f2ae-452a-4bd4-96c0-08b7944f7fa8,Cameron nova,45746,Stationery,Pen,Internet Banking,12,9346,2020-10-04 17:46:34,India,Hyderabad,www.eatvegtables.com,2582,Y,"
7629,"da848f89-003e-4761-a17f-ac8fdb1cbab4,Abubacarr spirit,73623,Music,Happier Than Ever,Wallet,44,9499,2012-05-19 16:32:34,UK,Birmingham,www.google.com,2922,Y,"
7630,"2594bb0c-a429-4019-89ea-c1419ef129cf,Daulton leaf,16203,Electronics,laptop,Card,45,3935,2003-11-01 16:28:34,Colombia,Bogota,www.jacobblack.com,2449,Y,"
7631,"e9293c1a-2c7f-4668-8a15-807bf9deb828,Hardik pine,63192,Electronics,iPad,UPI,30,3687,2001-04-03 21:43:34,Japan,Kyoto,www.jekh@gmail.com,6060,Y,"
7632,"7c13048b-28f9-444d-9940-00331b22774f,Peter pine,44061,Stationery,Pencil,Card,39,9751,2002-03-21 07:13:34,India,Delhi,www.amazon.com,2940,Y,"
7633,"b770fc90-8bad-47b7-8adb-b63154c7b6ab,Giancarlos nova,85718,Music,YEEZUS,Card,0,9106,2019-01-10 17:46:34,Brazil,Rio de Janeiro,www.blah.com,224,N,Invalid Name"
7634,"0e98c1eb-5080-4232-86d6-ed95d4850f93,Autumn sunset,65159,Stationery,Notepad,UPI,2,4893,2021-08-06 13:39:34,Canada,Toronto,www.isbroken.com,3764,Y,"
7635,"a81012f5-fe92-4ea4-91de-dc460b964292,Summer weed,63934,Stationery,Pencil,Wallet,21,1014,2010-08-28 22:58:34,Colombia,Medellin,www.happyy.com,7436,Y,"
7636,"daa74e9c-ad17-4aa6-a050-45581debf4b7,Hardik lake,54538,Music,ANTI,Card,27,3575,2013-07-16 10:36:34,Brazil,Brasilia,wwww.crystals.com,2520,Y,"
7637,"2471a635-d0bf-4bee-967a-e72ee23ef2bc,Sunshine rain,80984,Music,ANTI,Internet Banking,25,7062,2007-01-06 22:05:34,Canada,British Columbia,www.ebay.com,8912,Y,"
7638,"bb67a80a-5a07-4678-89c7-9aa15f56687e,Sunshine rain,19215,Clothing,Gucci,Card,43,112,2020-08-03 05:14:34,India,Bangalore,www.happyy.com,6725,N,Invalid Name"
7639,"77d7639b-f313-45d3-a9b2-28c4900b362a,Brandon elemental,79682,Electronics,laptop,Card,27,4745,2015-02-13 01:40:34,UK,London,wwww.crystals.com,5925,Y,"
7640,"8a11fbbd-544a-467a-affb-b501f67295ee,Tony morning,51430,Books,A Game of Thrones,Internet Banking,26,1510,2010-01-15 12:30:34,Canada,Vancouver,wwww.crystals.com,5051,Y,"
7641,"ff903951-8704-403a-afb2-8ec6b7eb3ca7,Kyle spirit,54399,Music,Happier Than Ever,Wallet,6,116,2018-08-28 01:00:34,Japan,Kyoto,www.jekh@gmail.com,7297,N,Invalid Name"
7642,"08781785-ecba-40c9-a7e7-81e02283b87d,Tony morning,58753,Clothing,Gucci,Card,22,6376,2006-04-01 04:39:34,Japan,Osaka,www.google.com,7553,Y,"
7643,"3ea36321-a01f-4b31-b58f-7eb00396951d,Alvin burst,42569,Clothing,Hermes,Internet Banking,2,3079,2009-03-31 15:15:34,Korea,Daegu,www.amazon.com,4615,N,Insufficient Balance"
7644,"1d85dd5b-0f60-4efb-89f9-5ee8f8373fc1,Autumn sunset,34196,Books,Harry Potter,Wallet,6,9748,2017-03-12 14:37:34,Colombia,Leticia,www.eatvegtables.com,4266,Y,"
7645,"a77cfa91-4691-4218-928c-48a23d50f4e5,Sharyar Parker,34070,Clothing,Hermes,Internet Banking,10,407,2011-08-14 19:50:34,Canada,Vancouver,www.ebay.com,6730,Y,"
7646,"42958fc6-304f-4894-add6-41b3919627fe,Hardik snow,32385,Electronics,iPad,Internet Banking,9,2837,2013-11-19 20:41:34,Colombia,Bogota,www.facebook.marketplace.com,4878,N,Insufficient Balance"
7647,"4f52acd7-b9f1-4215-8a29-73aae89ec315,Brandon giant,186,Electronics,CellPhone,Card,11,4272,2020-05-26 09:20:34,Japan,Kyoto,www.happyy.com,1353,Y,"
7648,"0f558064-c349-4bce-bd90-1180fc1f1d55,Autumn pine,73031,Music,Certified Lover Boy,Card,14,7965,2001-09-25 00:46:34,UK,Manchester,www.ebay.com,6015,Y,"
7649,"05785ab0-a040-4604-8602-72feeebb14c4,Daulton sequoia,12697,Electronics,CellPhone,Wallet,25,5047,2013-08-10 07:18:34,Brazil,Salvador,www.isbroken.com,1720,Y,"
7650,"104e4879-2302-4128-a441-51eb83427eea,Abubacarr blessing,24242,Electronics,TV,UPI,38,2263,2010-03-10 21:42:34,Korea,Daegu,www.hesjks.com,2870,N,Invalid CVV"
7651,"feb81a0a-29d6-4140-8eb4-d7676aaff877,Sharyar Stark,3049,Clothing,Yves Saint Laurent,Card,22,5393,2009-06-07 21:40:34,Canada,British Columbia,www.weloveapples.com,6372,Y,"
7652,"0457a668-b923-4ae7-b753-340b7e307906,Peter pine,61605,Books,Harry Potter,UPI,5,8781,2011-11-20 06:22:34,Brazil,Rio de Janeiro,www.hesjks.com,7673,Y,"
7653,"3f1bdc1c-2a0f-4339-a714-87289564c41b,Hardik sunset,15487,Clothing,Yeezy,Card,14,3501,2009-01-15 00:35:34,India,Hyderabad,www.google.com,2234,Y,"
7654,"0f1bd46e-c426-4d9c-a297-b5d4439f668d,Daulton leaf,40452,Clothing,Gucci,Card,33,1657,2010-05-18 00:26:34,Japan,Yokohama,www.weloveapples.com,855,Y,"
7655,"214cbce7-5bdc-4084-ba4c-26c78116c549,Keisha wind,61691,Music,YEEZUS,Internet Banking,44,4358,2014-06-28 05:39:34,Brazil,Salvador,www.ebay.com,2030,Y,"
7656,"e5d69418-5923-4411-81e8-18daf6087048,Kyle nova,81768,Books,Harry Potter,UPI,42,5348,2011-04-25 11:39:34,USA,Los Angeles,www.amazon.com,2616,Y,"
7657,"9ea6eb55-d465-443d-aff3-f2dde66f1ec3,Cameron wrath,44340,Music,YEEZUS,UPI,23,4532,2014-12-08 23:19:34,Brazil,Brasilia,www.hesjks.com,7714,Y,"
7658,"3bbc89b8-1df7-406d-8833-ed45bb961a16,Sharyar Parker,56658,Stationery,Pen,Internet Banking,5,3560,2020-06-02 09:14:34,Japan,Yokohama,www.jekh@gmail.com,3082,N,Invalid Name"
